Number,City,Gender,Age,Income,Illness
49168,New York City,0,35,0,0
49169,New York City,0,59,0,0
49170,New York City,0,60,0,0
49171,New York City,1,33,1,0
49172,New York City,0,40,1,0
49173,New York City,1,63,0,0
49174,New York City,0,35,0,0
49175,New York City,0,40,1,0
49176,New York City,1,45,0,0
49177,New York City,0,48,1,0
49178,New York City,0,43,0,0
49179,New York City,0,52,0,0
49180,New York City,1,52,0,0
49181,New York City,0,31,0,0
49182,New York City,1,63,0,1
49183,New York City,0,35,1,0
49184,New York City,0,61,0,0
49185,New York City,1,41,0,0
49186,New York City,0,27,1,0
49187,New York City,0,54,1,0
49188,New York City,0,47,1,0
49189,New York City,0,43,1,0
49190,New York City,1,33,1,0
49191,New York City,1,54,0,0
49192,New York City,1,64,0,0
49193,New York City,0,53,0,0
49194,New York City,0,45,0,1
49195,New York City,0,30,0,0
49196,New York City,0,39,1,0
49197,New York City,0,53,1,0
49198,New York City,0,41,1,0
49199,New York City,0,50,0,0
49200,New York City,0,30,1,0
49201,New York City,1,38,0,1
49202,New York City,0,36,0,0
49203,New York City,1,50,0,0
49204,New York City,1,43,0,0
49205,New York City,0,56,0,0
49206,New York City,0,41,0,0
49207,New York City,0,35,1,0
49208,New York City,0,36,1,1
49209,New York City,0,28,0,0
49210,New York City,0,54,1,0
49211,New York City,1,55,0,0
49212,New York City,0,52,0,0
49213,New York City,1,39,0,0
49214,New York City,1,46,0,0
49215,New York City,1,30,0,0
49216,New York City,0,43,0,0
49217,New York City,0,39,0,0
49218,New York City,1,34,1,0
49219,New York City,1,32,0,0
49220,New York City,1,60,0,0
49221,New York City,0,26,0,0
49222,New York City,0,54,0,0
49223,New York City,0,29,1,0
49224,New York City,0,28,0,0
49225,New York City,0,35,1,0
49226,New York City,0,27,0,0
49227,New York City,0,60,1,0
49228,New York City,0,64,0,0
49229,New York City,1,52,0,0
49230,New York City,1,49,0,0
49231,New York City,1,45,0,0
49232,New York City,0,48,1,0
49233,New York City,0,28,1,1
49234,New York City,0,46,0,0
49235,New York City,0,31,0,0
49236,New York City,1,63,0,0
49237,New York City,0,41,0,0
49238,New York City,1,30,0,0
49239,New York City,1,49,1,0
49240,New York City,1,49,0,0
49241,New York City,0,53,0,0
49242,New York City,0,27,0,0
49243,New York City,0,53,0,0
49244,New York City,1,49,0,1
49245,New York City,1,50,0,0
49246,New York City,0,64,0,0
49247,New York City,1,40,0,0
49248,New York City,1,61,0,0
49249,New York City,0,49,0,0
49250,New York City,1,41,0,0
49251,New York City,1,43,0,1
49252,New York City,0,34,1,1
49253,New York City,0,56,0,0
49254,New York City,1,26,1,0
49255,New York City,1,65,0,0
49256,New York City,0,32,0,0
49257,New York City,1,53,0,0
49258,New York City,0,63,1,0
49259,New York City,0,30,0,0
49260,New York City,1,55,0,1
49261,New York City,1,57,1,0
49262,New York City,1,62,0,0
49263,New York City,1,64,0,0
49264,New York City,0,36,0,0
49265,New York City,0,26,0,1
49266,New York City,1,58,0,0
49267,New York City,1,56,0,0
49268,New York City,1,48,1,0
49269,New York City,1,48,0,0
49270,New York City,1,59,0,1
49271,New York City,0,64,0,0
49272,New York City,0,28,0,0
49273,New York City,1,27,0,0
49274,New York City,0,36,0,0
49275,New York City,0,42,1,0
49276,New York City,0,47,0,0
49277,New York City,0,56,0,0
49278,New York City,1,61,0,0
49279,New York City,1,32,1,0
49280,New York City,1,26,0,0
49281,New York City,0,59,0,0
49282,New York City,0,63,1,0
49283,New York City,0,27,0,0
49284,New York City,0,61,0,0
49285,New York City,1,43,0,0
49286,New York City,1,58,0,0
49287,New York City,0,53,0,0
49288,New York City,0,62,1,0
49289,New York City,0,28,0,0
49290,New York City,0,59,0,0
49291,New York City,1,31,0,0
49292,New York City,0,51,0,0
49293,New York City,0,35,0,0
49294,New York City,1,32,0,0
49295,New York City,0,58,1,0
49296,New York City,1,32,0,1
49297,New York City,1,64,0,1
49298,New York City,0,48,0,0
49299,New York City,1,35,0,0
49300,New York City,1,61,1,0
49301,New York City,0,32,0,0
49302,New York City,0,49,0,0
49303,New York City,0,43,0,0
49304,New York City,1,37,0,0
49305,New York City,0,59,0,0
49306,New York City,0,45,0,0
49307,New York City,0,52,0,0
49308,New York City,1,57,0,0
49309,New York City,0,26,1,0
49310,New York City,0,36,0,0
49311,New York City,1,53,0,0
49312,New York City,0,44,0,0
49313,New York City,1,29,0,0
49314,New York City,0,31,0,0
49315,New York City,1,57,0,0
49316,New York City,0,61,1,0
49317,New York City,1,28,0,0
49318,New York City,1,42,0,0
49319,New York City,1,51,0,1
49320,New York City,0,62,0,0
49321,New York City,0,37,0,0
49322,New York City,0,56,0,0
49323,New York City,0,53,0,0
49324,New York City,0,48,0,0
49325,New York City,1,52,0,0
49326,New York City,0,60,1,0
49327,New York City,0,26,0,0
49328,New York City,0,59,0,0
49329,New York City,0,54,0,0
49330,New York City,0,27,0,0
49331,New York City,1,32,0,0
49332,New York City,0,34,0,0
49333,New York City,1,45,0,0
49334,New York City,1,25,0,0
49335,New York City,0,49,0,0
49336,New York City,1,53,0,0
49337,New York City,0,65,0,0
49338,New York City,0,47,0,0
49339,New York City,0,58,0,0
49340,New York City,1,56,0,0
49341,New York City,1,47,0,0
49342,New York City,1,28,0,0
49343,New York City,1,34,1,0
49344,New York City,1,32,0,0
49345,New York City,0,30,0,0
49346,New York City,0,56,0,0
49347,New York City,0,57,0,0
49348,New York City,0,55,1,0
49349,New York City,0,51,0,0
49350,New York City,1,46,1,0
49351,New York City,0,43,0,0
49352,New York City,0,41,1,0
49353,New York City,1,47,0,1
49354,New York City,1,52,0,0
49355,New York City,1,63,0,0
49356,New York City,0,51,0,0
49357,New York City,0,37,0,0
49358,New York City,1,34,0,0
49359,New York City,0,46,0,0
49360,New York City,0,62,0,0
49361,New York City,0,30,0,0
49362,New York City,0,29,0,0
49363,New York City,1,36,0,0
49364,New York City,0,60,1,0
49365,New York City,1,38,0,0
49366,New York City,1,27,0,0
49367,New York City,0,30,0,0
49368,New York City,1,40,0,0
49369,New York City,1,37,0,0
49370,New York City,0,31,0,0
49371,New York City,0,36,0,0
49372,New York City,1,44,1,0
49373,New York City,0,26,0,0
49374,New York City,1,44,0,0
49375,New York City,0,59,0,0
49376,New York City,0,28,0,1
49377,New York City,0,63,0,0
49378,New York City,0,45,0,0
49379,New York City,0,48,0,0
49380,New York City,0,58,1,0
49381,New York City,1,63,1,0
49382,New York City,0,63,0,0
49383,New York City,1,37,0,0
49384,New York City,0,33,1,0
49385,New York City,0,44,1,0
49386,New York City,0,49,0,0
49387,New York City,1,51,1,0
49388,New York City,0,64,0,0
49389,New York City,1,39,0,0
49390,New York City,0,53,0,0
49391,New York City,1,33,0,0
49392,New York City,0,47,1,0
49393,New York City,0,44,0,0
49394,New York City,0,32,0,0
49395,New York City,0,40,0,0
49396,New York City,1,31,1,0
49397,New York City,1,64,0,0
49398,New York City,1,30,1,1
49399,New York City,0,52,0,0
49400,New York City,0,25,1,0
49401,New York City,0,59,0,0
49402,New York City,0,56,0,1
49403,New York City,0,39,0,0
49404,New York City,0,40,0,1
49405,New York City,0,50,1,0
49406,New York City,1,59,0,0
49407,New York City,0,44,0,0
49408,New York City,1,34,0,0
49409,New York City,1,50,1,0
49410,New York City,0,27,0,1
49411,New York City,0,50,0,0
49412,New York City,0,46,0,0
49413,New York City,1,49,0,0
49414,New York City,1,53,0,0
49415,New York City,1,42,0,0
49416,New York City,0,52,0,0
49417,New York City,0,26,1,0
49418,New York City,0,28,1,0
49419,New York City,1,27,0,0
49420,New York City,1,26,0,0
49421,New York City,1,50,1,0
49422,New York City,0,36,1,0
49423,New York City,1,50,1,0
49424,New York City,0,55,1,0
49425,New York City,1,28,1,0
49426,New York City,0,64,0,0
49427,New York City,0,26,1,0
49428,New York City,0,44,0,0
49429,New York City,1,48,0,0
49430,New York City,1,53,0,0
49431,New York City,1,56,0,0
49432,New York City,1,56,0,0
49433,New York City,0,38,0,0
49434,New York City,0,55,1,0
49435,New York City,0,54,0,0
49436,New York City,1,47,0,0
49437,New York City,1,50,1,0
49438,New York City,0,35,0,0
49439,New York City,0,49,0,0
49440,New York City,0,33,0,0
49441,New York City,0,25,0,0
49442,New York City,1,49,0,0
49443,New York City,0,40,1,0
49444,New York City,0,28,0,0
49445,New York City,0,49,0,0
49446,New York City,1,43,0,0
49447,New York City,1,59,0,0
49448,New York City,0,28,0,0
49449,New York City,0,41,0,0
49450,New York City,0,62,0,1
49451,New York City,0,47,0,0
49452,New York City,1,38,0,1
49453,New York City,0,59,0,0
49454,New York City,1,37,1,0
49455,New York City,0,50,0,0
49456,New York City,0,54,0,0
49457,New York City,1,45,0,0
49458,New York City,1,31,0,0
49459,New York City,0,42,0,0
49460,New York City,0,44,0,0
49461,New York City,0,54,0,0
49462,New York City,1,53,1,0
49463,New York City,1,52,0,1
49464,New York City,1,27,0,0
49465,New York City,1,56,0,0
49466,New York City,0,64,0,0
49467,New York City,0,61,0,0
49468,New York City,1,30,1,0
49469,New York City,1,35,0,0
49470,New York City,1,48,1,0
49471,New York City,0,36,0,0
49472,New York City,0,42,0,0
49473,New York City,0,56,0,0
49474,New York City,0,32,0,0
49475,New York City,0,36,0,0
49476,New York City,0,48,0,0
49477,New York City,0,38,0,0
49478,New York City,1,52,1,1
49479,New York City,0,40,0,0
49480,New York City,1,47,0,0
49481,New York City,0,47,1,0
49482,New York City,1,43,0,0
49483,New York City,1,55,0,0
49484,New York City,0,41,0,1
49485,New York City,1,42,1,0
49486,New York City,1,43,1,0
49487,New York City,1,33,0,0
49488,New York City,1,47,0,0
49489,New York City,1,27,0,0
49490,New York City,0,51,0,0
49491,New York City,1,32,0,0
49492,New York City,0,39,0,0
49493,New York City,0,37,0,0
49494,New York City,0,46,0,0
49495,New York City,1,34,1,0
49496,New York City,1,36,0,0
49497,New York City,0,33,1,0
49498,New York City,1,57,0,0
49499,New York City,0,59,1,0
49500,New York City,1,27,0,0
49501,New York City,0,54,0,0
49502,New York City,1,48,0,0
49503,New York City,0,53,1,0
49504,New York City,0,31,0,0
49505,New York City,1,40,0,0
49506,New York City,0,53,0,0
49507,New York City,1,35,0,0
49508,New York City,0,58,1,0
49509,New York City,1,42,0,0
49510,New York City,0,59,0,0
49511,New York City,1,50,0,0
49512,New York City,1,45,0,0
49513,New York City,1,54,0,0
49514,New York City,0,34,0,0
49515,New York City,0,47,0,0
49516,New York City,0,39,1,0
49517,New York City,0,35,0,0
49518,New York City,0,36,0,0
49519,New York City,1,54,0,0
49520,New York City,0,50,0,0
49521,New York City,0,45,0,0
49522,New York City,0,52,1,0
49523,New York City,0,59,0,0
49524,New York City,0,42,0,0
49525,New York City,0,63,0,0
49526,New York City,0,36,0,0
49527,New York City,1,52,0,0
49528,New York City,0,48,0,0
49529,New York City,0,38,1,0
49530,New York City,1,25,0,0
49531,New York City,0,52,0,0
49532,New York City,1,41,0,0
49533,New York City,0,35,1,0
49534,New York City,0,57,0,0
49535,New York City,1,52,1,0
49536,New York City,1,44,0,0
49537,New York City,0,46,0,0
49538,New York City,1,40,0,0
49539,New York City,1,41,0,0
49540,New York City,1,60,0,0
49541,New York City,1,46,1,0
49542,New York City,0,64,1,0
49543,New York City,1,33,0,0
49544,New York City,1,37,0,0
49545,New York City,1,45,1,0
49546,New York City,1,56,0,0
49547,New York City,1,48,0,0
49548,New York City,0,44,0,0
49549,New York City,0,26,0,0
49550,New York City,0,58,0,0
49551,New York City,1,42,1,0
49552,New York City,0,56,0,0
49553,New York City,1,35,0,0
49554,New York City,0,32,1,0
49555,New York City,0,37,1,0
49556,New York City,1,58,0,0
49557,New York City,0,50,1,0
49558,New York City,1,52,0,0
49559,New York City,0,39,1,0
49560,New York City,1,31,0,0
49561,New York City,0,51,1,1
49562,New York City,0,47,1,0
49563,New York City,0,44,0,0
49564,New York City,0,57,0,0
49565,New York City,0,41,0,0
49566,New York City,1,59,0,1
49567,New York City,1,55,0,0
49568,New York City,0,60,0,0
49569,New York City,0,61,1,0
49570,New York City,1,45,0,0
49571,New York City,1,29,0,0
49572,New York City,0,61,0,0
49573,New York City,0,52,0,0
49574,New York City,1,33,0,0
49575,New York City,0,39,1,0
49576,New York City,0,42,0,0
49577,New York City,1,59,0,1
49578,New York City,1,54,0,0
49579,New York City,1,37,1,0
49580,New York City,1,28,1,0
49581,New York City,1,64,0,0
49582,New York City,0,60,0,0
49583,New York City,1,41,0,0
49584,New York City,0,52,0,0
49585,New York City,0,59,0,0
49586,New York City,0,32,0,0
49587,New York City,1,25,0,0
49588,New York City,0,49,0,0
49589,New York City,0,59,0,0
49590,New York City,0,62,1,0
49591,New York City,1,62,1,0
49592,New York City,0,56,0,0
49593,New York City,0,47,1,0
49594,New York City,1,50,0,0
49595,New York City,0,38,0,0
49596,New York City,0,37,0,0
49597,New York City,0,36,1,0
49598,New York City,0,28,1,0
49599,New York City,1,47,0,0
49600,New York City,0,49,0,1
49601,New York City,1,30,0,0
49602,New York City,1,64,0,0
49603,New York City,0,35,0,0
49604,New York City,0,45,1,0
49605,New York City,1,32,1,0
49606,New York City,0,26,0,0
49607,New York City,1,47,0,0
49608,New York City,1,39,0,0
49609,New York City,1,34,0,0
49610,New York City,1,33,0,0
49611,New York City,0,25,0,0
49612,New York City,1,29,1,0
49613,New York City,1,52,0,0
49614,New York City,0,43,0,0
49615,New York City,0,64,0,0
49616,New York City,0,56,0,0
49617,New York City,1,42,0,0
49618,New York City,1,43,0,0
49619,New York City,0,63,1,0
49620,New York City,1,46,0,0
49621,New York City,0,40,0,0
49622,New York City,1,48,0,0
49623,New York City,0,56,0,0
49624,New York City,0,32,1,0
49625,New York City,1,42,0,0
49626,New York City,0,58,0,1
49627,New York City,0,44,0,0
49628,New York City,1,60,1,0
49629,New York City,0,55,0,0
49630,New York City,1,41,1,0
49631,New York City,0,34,1,0
49632,New York City,0,59,0,0
49633,New York City,1,29,0,0
49634,New York City,0,40,0,0
49635,New York City,1,28,0,0
49636,New York City,1,51,0,0
49637,New York City,0,61,0,0
49638,New York City,0,63,1,0
49639,New York City,0,50,0,0
49640,New York City,1,61,0,1
49641,New York City,1,40,0,1
49642,New York City,1,55,1,1
49643,New York City,0,34,0,0
49644,New York City,1,28,0,0
49645,New York City,0,34,1,0
49646,New York City,0,35,0,0
49647,New York City,0,35,0,0
49648,New York City,1,45,0,0
49649,New York City,1,50,0,0
49650,New York City,0,29,1,0
49651,New York City,1,45,0,0
49652,New York City,0,57,1,0
49653,New York City,1,39,0,0
49654,New York City,0,46,0,0
49655,New York City,0,58,0,0
49656,New York City,1,31,1,0
49657,New York City,0,26,0,0
49658,New York City,0,36,1,0
49659,New York City,1,56,0,0
49660,New York City,0,45,0,0
49661,New York City,1,49,0,0
49662,New York City,0,32,0,1
49663,New York City,1,34,0,0
49664,New York City,1,47,0,0
49665,New York City,1,27,0,0
49666,New York City,0,57,0,0
49667,New York City,1,39,0,0
49668,New York City,0,34,0,0
49669,New York City,0,62,0,0
49670,New York City,0,65,0,0
49671,New York City,0,34,1,0
49672,New York City,0,58,1,0
49673,New York City,0,64,0,0
49674,New York City,1,65,0,1
49675,New York City,0,58,0,0
49676,New York City,0,35,1,0
49677,New York City,1,44,0,0
49678,New York City,1,46,0,0
49679,New York City,1,33,0,0
49680,New York City,0,61,0,1
49681,New York City,1,50,0,0
49682,New York City,1,41,0,0
49683,New York City,1,59,0,0
49684,New York City,0,37,0,0
49685,New York City,0,33,0,1
49686,New York City,0,45,1,0
49687,New York City,1,43,0,0
49688,New York City,0,50,0,1
49689,New York City,0,58,1,0
49690,New York City,0,50,0,0
49691,New York City,1,26,0,0
49692,New York City,0,62,0,0
49693,New York City,1,45,0,0
49694,New York City,1,59,1,0
49695,New York City,1,58,0,0
49696,New York City,0,39,0,0
49697,New York City,1,59,0,0
49698,New York City,0,65,0,0
49699,New York City,0,46,1,0
49700,New York City,1,37,0,0
49701,New York City,0,25,1,0
49702,New York City,0,42,0,0
49703,New York City,0,58,0,1
49704,New York City,0,55,0,0
49705,New York City,1,30,0,1
49706,New York City,1,52,0,0
49707,New York City,0,61,0,0
49708,New York City,0,44,0,0
49709,New York City,0,61,0,0
49710,New York City,0,37,0,0
49711,New York City,1,59,0,0
49712,New York City,1,59,0,0
49713,New York City,0,42,0,0
49714,New York City,0,59,0,0
49715,New York City,1,41,1,1
49716,New York City,1,57,0,0
49717,New York City,1,40,0,0
49718,New York City,1,40,1,0
49719,New York City,1,50,0,0
49720,New York City,0,47,0,0
49721,New York City,1,56,1,0
49722,New York City,0,36,1,0
49723,New York City,1,35,0,0
49724,New York City,0,25,0,1
49725,New York City,0,44,1,0
49726,New York City,1,60,0,0
49727,New York City,1,48,1,0
49728,New York City,1,30,0,0
49729,New York City,1,65,0,0
49730,New York City,0,59,1,0
49731,New York City,1,40,0,0
49732,New York City,1,37,0,0
49733,New York City,1,41,1,0
49734,New York City,0,44,0,0
49735,New York City,0,33,0,0
49736,New York City,0,37,0,0
49737,New York City,0,33,1,1
49738,New York City,1,29,0,0
49739,New York City,1,55,0,0
49740,New York City,1,29,1,0
49741,New York City,0,63,0,0
49742,New York City,1,42,1,0
49743,New York City,0,47,1,0
49744,New York City,0,59,1,0
49745,New York City,1,42,0,0
49746,New York City,1,45,0,0
49747,New York City,0,63,0,0
49748,New York City,0,58,0,0
49749,New York City,0,48,1,0
49750,New York City,0,61,0,0
49751,New York City,0,41,1,0
49752,New York City,0,54,0,0
49753,New York City,0,63,0,0
49754,New York City,0,30,0,0
49755,New York City,1,42,0,0
49756,New York City,0,27,0,0
49757,New York City,1,62,1,0
49758,New York City,1,33,0,0
49759,New York City,1,34,0,0
49760,New York City,0,29,1,1
49761,New York City,0,29,1,0
49762,New York City,1,27,0,0
49763,New York City,1,61,0,0
49764,New York City,0,42,1,0
49765,New York City,0,53,0,0
49766,New York City,1,48,0,0
49767,New York City,1,45,0,1
49768,New York City,0,63,0,0
49769,New York City,1,58,0,0
49770,New York City,0,31,0,1
49771,New York City,1,56,0,0
49772,New York City,0,47,0,0
49773,New York City,0,25,0,0
49774,New York City,0,40,0,0
49775,New York City,0,49,0,0
49776,New York City,1,58,0,0
49777,New York City,1,63,0,0
49778,New York City,0,57,0,0
49779,New York City,1,28,0,0
49780,New York City,0,52,1,0
49781,New York City,0,62,0,1
49782,New York City,0,48,0,0
49783,New York City,1,55,0,0
49784,New York City,0,33,1,0
49785,New York City,0,63,0,0
49786,New York City,0,38,0,0
49787,New York City,0,58,0,0
49788,New York City,1,54,1,0
49789,New York City,1,54,0,0
49790,New York City,0,35,0,0
49791,New York City,1,54,0,0
49792,New York City,1,40,0,0
49793,New York City,1,57,0,0
49794,New York City,0,52,0,0
49795,New York City,0,41,0,0
49796,New York City,0,45,0,0
49797,New York City,1,49,0,0
49798,New York City,1,45,0,0
49799,New York City,0,63,0,0
49800,New York City,1,54,1,0
49801,New York City,1,52,1,0
49802,New York City,0,63,0,0
49803,New York City,0,40,0,0
49804,New York City,0,42,0,0
49805,New York City,0,34,0,1
49806,New York City,1,57,0,1
49807,New York City,1,52,1,0
49808,New York City,0,53,0,0
49809,New York City,0,59,0,0
49810,New York City,1,47,1,0
49811,New York City,1,44,0,0
49812,New York City,1,41,0,0
49813,New York City,1,43,0,0
49814,New York City,0,38,1,0
49815,New York City,0,49,0,0
49816,New York City,1,26,0,0
49817,New York City,0,31,0,0
49818,New York City,1,60,1,0
49819,New York City,1,61,0,0
49820,New York City,1,27,1,0
49821,New York City,0,25,1,0
49822,New York City,0,27,1,0
49823,New York City,1,40,1,1
49824,New York City,0,35,0,0
49825,New York City,1,37,0,0
49826,New York City,0,45,1,0
49827,New York City,0,59,1,0
49828,New York City,1,29,0,0
49829,New York City,1,60,1,0
49830,New York City,0,40,0,0
49831,New York City,0,44,0,0
49832,New York City,0,32,0,0
49833,New York City,1,26,0,0
49834,New York City,0,32,0,0
49835,New York City,0,49,1,0
49836,New York City,0,50,0,0
49837,New York City,1,58,1,0
49838,New York City,1,62,0,1
49839,New York City,0,32,0,0
49840,New York City,0,27,0,0
49841,New York City,0,49,0,1
49842,New York City,1,61,0,0
49843,New York City,0,29,0,0
49844,New York City,0,25,1,0
49845,New York City,0,49,0,0
49846,New York City,0,49,0,0
49847,New York City,0,30,0,1
49848,New York City,1,62,1,0
49849,New York City,1,33,0,0
49850,New York City,1,60,0,0
49851,New York City,0,45,1,0
49852,New York City,1,40,0,0
49853,New York City,1,42,0,0
49854,New York City,1,51,0,0
49855,New York City,1,50,1,0
49856,New York City,1,33,0,0
49857,New York City,0,27,0,0
49858,New York City,0,26,1,0
49859,New York City,1,31,0,1
49860,New York City,1,62,0,0
49861,New York City,0,40,0,0
49862,New York City,0,63,0,0
49863,New York City,1,56,0,1
49864,New York City,0,29,0,0
49865,New York City,0,60,0,0
49866,New York City,0,26,0,0
49867,New York City,1,33,0,0
49868,New York City,0,43,1,0
49869,New York City,0,45,0,0
49870,New York City,0,48,0,0
49871,New York City,0,38,0,0
49872,New York City,1,30,0,0
49873,New York City,0,56,0,0
49874,New York City,0,39,1,0
49875,New York City,1,40,0,0
49876,New York City,0,38,0,0
49877,New York City,1,50,0,0
49878,New York City,1,45,0,0
49879,New York City,0,36,1,0
49880,New York City,1,54,0,0
49881,New York City,0,25,0,0
49882,New York City,1,58,0,0
49883,New York City,0,56,1,0
49884,New York City,0,43,1,0
49885,New York City,0,61,0,0
49886,New York City,0,60,0,0
49887,New York City,0,56,0,0
49888,New York City,1,64,1,0
49889,New York City,0,40,0,0
49890,New York City,0,41,0,0
49891,New York City,1,29,0,0
49892,New York City,0,57,0,0
49893,New York City,0,55,1,0
49894,New York City,0,52,1,0
49895,New York City,0,43,1,0
49896,New York City,0,52,0,0
49897,New York City,0,27,0,0
49898,New York City,1,30,1,0
49899,New York City,0,37,0,0
49900,New York City,1,55,1,0
49901,New York City,0,58,0,0
49902,New York City,1,54,0,0
49903,New York City,1,52,0,1
49904,New York City,0,47,0,0
49905,New York City,0,28,0,0
49906,New York City,1,49,0,0
49907,New York City,0,47,0,0
49908,New York City,0,49,0,0
49909,New York City,1,27,0,0
49910,New York City,0,49,1,0
49911,New York City,1,30,0,0
49912,New York City,0,42,1,0
49913,New York City,1,32,0,0
49914,New York City,1,52,0,0
49915,New York City,0,44,0,0
49916,New York City,0,59,0,0
49917,New York City,0,39,1,0
49918,New York City,1,47,1,1
49919,New York City,1,43,0,1
49920,New York City,0,33,0,0
49921,New York City,0,56,1,0
49922,New York City,0,51,0,0
49923,New York City,1,48,0,0
49924,New York City,0,38,0,0
49925,New York City,1,38,1,0
49926,New York City,1,25,0,0
49927,New York City,1,51,0,0
49928,New York City,0,45,0,0
49929,New York City,1,48,1,0
49930,New York City,1,30,0,0
49931,New York City,1,49,0,0
49932,New York City,0,26,1,1
49933,New York City,1,48,1,0
49934,New York City,0,25,0,0
49935,New York City,1,52,0,0
49936,New York City,1,36,0,0
49937,New York City,0,32,0,1
49938,New York City,1,50,0,0
49939,New York City,1,32,0,0
49940,New York City,0,44,1,0
49941,New York City,0,52,0,0
49942,New York City,0,39,0,0
49943,New York City,0,65,0,0
49944,New York City,1,55,0,0
49945,New York City,0,57,1,0
49946,New York City,0,54,0,0
49947,New York City,0,25,0,0
49948,New York City,0,27,1,0
49949,New York City,0,36,0,0
49950,New York City,0,36,0,0
49951,New York City,0,60,0,0
49952,New York City,1,35,0,1
49953,New York City,0,50,1,0
49954,New York City,0,58,1,0
49955,New York City,0,59,1,0
49956,New York City,0,64,1,0
49957,New York City,1,34,0,0
49958,New York City,1,48,0,0
49959,New York City,1,52,0,0
49960,New York City,1,64,0,0
49961,New York City,1,47,1,0
49962,New York City,0,36,1,0
49963,New York City,1,60,0,0
49964,New York City,0,44,0,1
49965,New York City,1,31,1,0
49966,New York City,0,52,0,0
49967,New York City,1,60,0,0
49968,New York City,1,56,1,0
49969,New York City,0,53,0,0
49970,New York City,1,49,1,0
49971,New York City,1,52,0,0
49972,New York City,1,55,0,0
49973,New York City,0,46,0,0
49974,New York City,1,33,1,1
49975,New York City,1,30,1,0
49976,New York City,1,57,0,0
49977,New York City,0,54,0,0
49978,New York City,1,35,0,0
49979,New York City,0,46,0,0
49980,New York City,0,56,0,0
49981,New York City,1,34,0,0
49982,New York City,1,62,0,0
49983,New York City,0,63,1,0
49984,New York City,0,29,1,0
49985,New York City,1,37,0,0
49986,New York City,0,32,0,0
49987,New York City,1,33,0,0
49988,New York City,0,41,0,0
49989,New York City,0,51,0,0
49990,New York City,0,32,0,1
49991,New York City,1,33,0,0
49992,New York City,1,27,0,0
49993,New York City,0,62,0,0
49994,New York City,1,29,1,0
49995,New York City,1,39,0,0
49996,New York City,0,29,1,1
49997,New York City,0,36,1,0
49998,New York City,1,64,0,0
49999,New York City,0,29,0,0
50000,New York City,0,38,1,0
50001,New York City,1,52,0,1
50002,New York City,0,52,0,0
50003,New York City,0,41,0,0
50004,New York City,0,33,0,0
50005,New York City,1,41,0,0
50006,New York City,0,42,0,0
50007,New York City,1,31,0,0
50008,New York City,0,52,0,0
50009,New York City,1,44,0,0
50010,New York City,1,55,0,0
50011,New York City,0,34,0,0
50012,New York City,1,31,1,0
50013,New York City,0,31,1,1
50014,New York City,0,48,0,0
50015,New York City,0,39,0,0
50016,New York City,1,39,0,0
50017,New York City,0,42,0,0
50018,New York City,0,53,0,0
50019,New York City,0,34,0,0
50020,New York City,0,29,0,0
50021,New York City,1,54,0,0
50022,New York City,0,32,0,0
50023,New York City,1,27,0,0
50024,New York City,0,56,1,0
50025,New York City,0,42,1,0
50026,New York City,0,42,0,1
50027,New York City,1,34,1,0
50028,New York City,0,30,0,0
50029,New York City,1,28,0,0
50030,New York City,1,52,1,0
50031,New York City,1,64,0,0
50032,New York City,0,65,0,0
50033,New York City,0,63,1,0
50034,New York City,0,53,0,0
50035,New York City,0,28,0,0
50036,New York City,1,36,0,0
50037,New York City,0,41,0,0
50038,New York City,0,55,0,0
50039,New York City,0,49,0,0
50040,New York City,0,62,0,0
50041,New York City,0,25,0,0
50042,New York City,0,39,1,0
50043,New York City,0,44,0,0
50044,New York City,1,26,0,0
50045,New York City,0,48,1,0
50046,New York City,0,42,0,0
50047,New York City,1,36,1,0
50048,New York City,1,55,0,0
50049,New York City,0,27,1,0
50050,New York City,0,34,0,0
50051,New York City,0,48,0,0
50052,New York City,0,37,0,0
50053,New York City,0,53,0,0
50054,New York City,1,56,1,0
50055,New York City,1,39,0,0
50056,New York City,0,27,0,1
50057,New York City,1,25,1,0
50058,New York City,0,59,0,0
50059,New York City,0,65,0,0
50060,New York City,0,60,0,0
50061,New York City,1,48,1,0
50062,New York City,1,57,0,0
50063,New York City,0,31,0,0
50064,New York City,0,57,1,0
50065,New York City,1,51,1,0
50066,New York City,1,48,0,0
50067,New York City,0,43,0,0
50068,New York City,1,43,0,0
50069,New York City,0,49,1,0
50070,New York City,0,35,1,0
50071,New York City,0,53,0,0
50072,New York City,0,39,1,0
50073,New York City,1,55,0,0
50074,New York City,1,44,0,0
50075,New York City,1,63,0,0
50076,New York City,1,62,0,0
50077,New York City,1,41,0,0
50078,New York City,1,50,0,0
50079,New York City,1,62,1,0
50080,New York City,0,54,1,0
50081,New York City,0,40,1,0
50082,New York City,1,50,0,0
50083,New York City,1,28,1,0
50084,New York City,0,34,1,0
50085,New York City,0,63,0,0
50086,New York City,0,31,0,0
50087,New York City,1,53,0,0
50088,New York City,0,28,0,1
50089,New York City,0,30,0,0
50090,New York City,0,50,0,0
50091,New York City,1,41,0,0
50092,New York City,0,26,1,0
50093,New York City,1,48,0,0
50094,New York City,1,29,0,0
50095,New York City,0,43,0,0
50096,New York City,0,34,0,0
50097,New York City,0,60,1,0
50098,New York City,0,48,0,0
50099,New York City,0,53,0,0
